StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q30,Q1,Q2,Q2_3_TEXT,Q3,Q3_6_TEXT,Q4,Q4_6_TEXT,Q6_NPS_GROUP,Q6,Q5,Q7,Q8_NPS_GROUP,Q8,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Quiz1,Quiz2,Quiz3,Quiz4,Quiz5,Quiz6,Quiz7,Outcome_1,Outcome_2,SC0,PROLIFIC_PID
2020-03-17 12:57:41,2020-03-17 12:58:15,IP Address,71.85.199.251,100,33,True,2020-03-17 12:58:15,R_1pAnrkHJihymhbC,"","","","",38.7471923828125,-90.724700927734375,anonymous,EN,5e51dc7483c96c2148353e25,1987,Female,"",White,"",Bachelor’s degree,"",Detractor,2,Yes,Once in 3 months,Promoter,10,"","","","","","","","","","","",0.51,0.49,0,5e51dc7483c96c2148353e25
2020-03-17 12:55:51,2020-03-17 12:58:15,IP Address,73.65.58.102,100,144,True,2020-03-17 12:58:16,R_2sZOehZ8Dx5jfi9,"","","","",44.8993072509765625,-92.9272003173828125,anonymous,EN,5e59cc26b7348d1d9aeb6199,2000,Female,"",White,"",High School degree or equivalent,"",Passive,7,Yes,Once in 6 months,Promoter,10,0,0,58.556,0,"","","","","","","",0.5,0.5,0,5e59cc26b7348d1d9aeb6199
2020-03-17 12:56:34,2020-03-17 12:58:16,IP Address,76.20.24.104,100,101,True,2020-03-17 12:58:16,R_XhTgR3n1ilO5mEh,"","","","",38.4062957763671875,-121.4286956787109375,anonymous,EN,5c3a518e0b5bb30001033afd,1993,Male,"",White,"",High School degree or equivalent,"",Promoter,10,Yes,Only when necessary,Passive,7,0,0,59.164,0,"","","","","","","",0.44,0.56,0,5c3a518e0b5bb30001033afd
2020-03-17 12:56:32,2020-03-17 12:58:17,IP Address,104.56.129.92,100,104,True,2020-03-17 12:58:17,R_3RmCK3FIdRjo0CV,"","","","",38.3574066162109375,-85.61299896240234375,anonymous,EN,5d0e6b201b7ef6001a6346fc,1989,Female,"",White,"",Master’s degree,"",Promoter,9,Yes,Once a year,Passive,7,"","","","",I don't know what causes influenza,Through the air or by touching an infected surface,Between 40 and 50 percent,1 week after becoming sick,True,"In autumn, just before the peak flu season","100,000",0,1,2,5d0e6b201b7ef6001a6346fc
2020-03-17 12:56:09,2020-03-17 12:58:18,IP Address,73.250.52.100,100,129,True,2020-03-17 12:58:18,R_3npe0AXlI5cudFv,"","","","",38.918701171875,-75.42910003662109375,anonymous,EN,5d94794a521f890016f93604,1978,Female,"",Other (please specify),asian white,High School degree or equivalent,"",Detractor,6,Yes,Once a year,Detractor,5,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,1 day before symptoms start and up to 1 week after becoming sick,False,Any time; it makes no difference,"500,000",0.7,0.3,5,5d94794a521f890016f93604
2020-03-17 12:55:58,2020-03-17 12:58:23,IP Address,76.29.126.200,100,145,True,2020-03-17 12:58:24,R_12mWBro7zclvGgM,"","","","",41.901397705078125,-88.75150299072265625,anonymous,EN,5de7f38c0e586676865ec7da,1999,Female,"",Black or African American,"",High School degree or equivalent,"",Detractor,5,Yes,Only when necessary,Promoter,10,4.267,4.267,70.688,1,"","","","","","","",0.18,0.82,0,5de7f38c0e586676865ec7da
2020-03-17 12:55:55,2020-03-17 12:58:25,IP Address,96.244.5.160,100,149,True,2020-03-17 12:58:25,R_3QSHlZzmGDnNtUP,"","","","",39.21240234375,-76.87760162353515625,anonymous,EN,5c4f6da82090bd0001c43548,1980,Female,"",Black or African American,"",Bachelor’s degree,"",Detractor,4,Yes,Once a year,Passive,8,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In autumn, just before the peak flu season","500,000",0,1,6,5c4f6da82090bd0001c43548
2020-03-17 12:56:52,2020-03-17 12:58:26,IP Address,104.61.233.105,100,93,True,2020-03-17 12:58:26,R_2WvQZ9UM9NLEZy1,"","","","",36.3527984619140625,-119.3007049560546875,anonymous,EN,5e3faa732596b01f5507c7bc,1983,Female,"",Asian,"",High School degree or equivalent,"",Passive,7,No,Once in 6 months,Promoter,10,"","","","","","","","","","","",0.5,0.5,0,5e3faa732596b01f5507c7bc
2020-03-17 12:56:47,2020-03-17 12:58:27,IP Address,108.217.72.81,100,99,True,2020-03-17 12:58:27,R_D1eo1fnN0Oa2SAh,"","","","",33.781005859375,-118.26219940185546875,anonymous,EN,5b5a822e1ad8270001c4f28d,1981,Male,"",White,"",High School degree or equivalent,"",Passive,8,No,Only when necessary,Passive,7,"","","","","","","","","","","",0.44,0.56,0,5b5a822e1ad8270001c4f28d
2020-03-17 12:57:29,2020-03-17 12:58:27,IP Address,216.190.46.4,100,58,True,2020-03-17 12:58:27,R_RKccuEgoGF62NkB,"","","","",43.613800048828125,-116.3972015380859375,anonymous,EN,5acad0650527ba0001c24bdc,1992,Female,"",White,"",Bachelor’s degree,"",Passive,7,Yes,Once a year,Detractor,6,"","","","","","","","","","","",0.5,0.5,0,5acad0650527ba0001c24bdc
2020-03-17 12:56:31,2020-03-17 12:58:28,IP Address,98.192.43.186,100,117,True,2020-03-17 12:58:28,R_3r2EFckItYW7e5p,"","","","",34.1824951171875,-84.82469940185546875,anonymous,EN,5da7d64e077d260014a456f0,1998,Female,"",White,"",High School degree or equivalent,"",Passive,7,Yes,Only when necessary,Detractor,5,0,0,62.051,0,"","","","","","","",0.5,0.5,0,5da7d64e077d260014a456f0
2020-03-17 12:56:58,2020-03-17 12:58:29,IP Address,173.61.26.17,100,91,True,2020-03-17 12:58:29,R_1Ft5M9ZRueoeA0h,"","","","",40.19940185546875,-74.71199798583984375,anonymous,EN,5bcb72f33c6f9f0001cc6b3c,2000,Female,"",Asian,"",High School degree or equivalent,"",Promoter,9,Yes,Once a year,Passive,7,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In summer, well before the next peak flu season","1,000,000",0.5,0.5,4,5bcb72f33c6f9f0001cc6b3c
2020-03-17 12:56:54,2020-03-17 12:58:30,IP Address,98.234.126.2,100,95,True,2020-03-17 12:58:30,R_3ltVHhURA5wnsJg,"","","","",37.3083038330078125,-121.96429443359375,anonymous,EN,5bf5f40635087500014257fe,1983,Female,"",White,"",Doctorate,"",Passive,7,Yes,Only when necessary,Promoter,9,"","","","","","","","","","","",1,0,0,5bf5f40635087500014257fe
2020-03-17 12:57:24,2020-03-17 12:58:30,IP Address,66.41.158.139,100,66,True,2020-03-17 12:58:31,R_21bp26xuld9iYCc,"","","","",44.9824981689453125,-93.18630218505859375,anonymous,EN,5c37aa8b832a8400010983b3,1987,Male,"",Asian,"",Master’s degree,"",Detractor,4,Yes,Once a year,Promoter,10,"","","","","","","","","","","",0.7,0.3,0,5c37aa8b832a8400010983b3
2020-03-17 12:57:16,2020-03-17 12:58:31,IP Address,76.78.229.153,100,74,True,2020-03-17 12:58:31,R_2aJf43Yzwjq7Dge,"","","","",40.87030029296875,-73.85250091552734375,anonymous,EN,5e5822c92bd7a6030aef7dd8,2001,Male,"",Black or African American,"",High School degree or equivalent,"",Promoter,10,Yes,Once a year,Detractor,0,"","","","","","","","","","","",0.62,0.38,0,5e5822c92bd7a6030aef7dd8
2020-03-17 12:56:43,2020-03-17 12:58:32,IP Address,159.180.132.12,100,108,True,2020-03-17 12:58:33,R_3kh1iZUVP96epLr,"","","","",42.3249969482421875,-87.85610198974609375,anonymous,EN,5e58170abf8fc301ff1b4746,1992,Female,"",White,"",Bachelor’s degree,"",Passive,7,Yes,Once a year,Passive,8,"","","","","","","","","","","",0.71,0.29,0,5e58170abf8fc301ff1b4746
2020-03-17 12:56:30,2020-03-17 12:58:34,IP Address,67.142.100.113,100,123,True,2020-03-17 12:58:35,R_1P8gKdPMzQTZAxL,"","","","",37.751007080078125,-97.82199859619140625,anonymous,EN,5c3a958d48ad2900017f6817,1988,Female,"",White,"",High School degree or equivalent,"",Passive,7,Yes,Only when necessary,Detractor,1,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,1 day before symptoms start and up to 1 week after becoming sick,True,Any time; it makes no difference,"30,000",0.7,0.3,3,5c3a958d48ad2900017f6817
2020-03-17 12:56:53,2020-03-17 12:58:35,IP Address,24.197.135.144,100,101,True,2020-03-17 12:58:35,R_UMSTx5Gs4rbYonf,"","","","",34.5251007080078125,-82.63069915771484375,anonymous,EN,5c0361f255614800012b403c,1983,Female,"",White,"",High School degree or equivalent,"",Detractor,5,Yes,Once in 3 months,Promoter,10,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In autumn, just before the peak flu season","500,000",1,0,6,5c0361f255614800012b403c
2020-03-17 12:56:35,2020-03-17 12:58:36,IP Address,172.101.171.127,100,120,True,2020-03-17 12:58:36,R_23Tvqox1jmX7eqy,"","","","",43.170196533203125,-77.69229888916015625,anonymous,EN,5d50567697082b0018f7f481,1995,Female,"",White,"",Master’s degree,"",Detractor,4,Yes,Once a year,Promoter,10,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In autumn, just before the peak flu season","100,000",0,1,6,5d50567697082b0018f7f481
2020-03-17 12:56:06,2020-03-17 12:58:37,IP Address,65.25.110.127,100,151,True,2020-03-17 12:58:38,R_zZ6e9Of1xfkvOet,"","","","",40.7626953125,-82.55930328369140625,anonymous,EN,5dd9ad296ca7e7949fdc13ea,2001,Female,"",White,"",High School degree or equivalent,"",Detractor,5,Yes,Once a year,Passive,8,0,0,75.949,0,"","","","","","","",0.5,0.5,0,5dd9ad296ca7e7949fdc13ea
2020-03-17 12:56:09,2020-03-17 12:58:38,IP Address,68.231.226.131,100,148,True,2020-03-17 12:58:38,R_Q3VqwHioqDRm0pz,"","","","",36.855804443359375,-76.00420379638671875,anonymous,EN,5dbacecee2fafc0e38007428,1997,Female,"",Black or African American,"",High School degree or equivalent,"",Detractor,4,No,Only when necessary,Detractor,6,0,0,62.192,0,"","","","","","","",0.56,0.44,0,5dbacecee2fafc0e38007428
2020-03-17 12:57:21,2020-03-17 12:58:40,IP Address,108.18.101.71,100,78,True,2020-03-17 12:58:40,R_1etTaGrtFrK7d1Z,"","","","",38.9994049072265625,-77.033599853515625,anonymous,EN,5a18805f087f2e0001eaf737,1981,Female,"",White,"",Master’s degree,"",Detractor,0,Yes,Once in 3 months,Promoter,10,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In autumn, just before the peak flu season","100,000",0.5,0.5,5,5a18805f087f2e0001eaf737
2020-03-17 12:57:52,2020-03-17 12:58:41,IP Address,73.14.120.101,100,49,True,2020-03-17 12:58:41,R_b4sWzZlWfw9dvoZ,"","","","",38.9300994873046875,-104.8441009521484375,anonymous,EN,5e20b5f48ca1b105677faf7e,1980,Female,"",Black or African American,"",High School degree or equivalent,"",Detractor,5,Yes,Once in 6 months,Detractor,3,"","","","","","","","","","","",0.33,0.67,0,5e20b5f48ca1b105677faf7e
2020-03-17 12:57:02,2020-03-17 12:58:42,IP Address,73.144.199.88,100,99,True,2020-03-17 12:58:42,R_3O7aE5CMoQ4ClJe,"","","","",42.270904541015625,-83.72679901123046875,anonymous,EN,5dd0302f8cf2f9121a38a5d9,1997,Female,"",White,"",Bachelor’s degree,"",Promoter,10,Yes,Only when necessary,Promoter,9,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In autumn, just before the peak flu season","100,000",1,0,5,5dd0302f8cf2f9121a38a5d9
2020-03-17 12:56:27,2020-03-17 12:58:42,IP Address,107.15.140.50,100,134,True,2020-03-17 12:58:42,R_tWjf8XFcuctK2kN,"","","","",35.717803955078125,-78.84279632568359375,anonymous,EN,5b6d980296d3a50001c4eef0,1978,Male,"",White,"",Master’s degree,"",Passive,7,No,Only when necessary,Detractor,5,0,0,64.897,0,"","","","","","","",0.7,0.3,0,5b6d980296d3a50001c4eef0
2020-03-17 12:56:52,2020-03-17 12:58:42,IP Address,24.209.153.135,100,110,True,2020-03-17 12:58:43,R_27PAR1VdVkyXaTF,"","","","",43.0005950927734375,-88.220001220703125,anonymous,EN,5d6494874e9aae0019598b14,1990,Male,"",White,"",Bachelor’s degree,"",Passive,7,Yes,Once a year,Promoter,9,0,0,69.17,0,"","","","","","","",0.5,0.5,0,5d6494874e9aae0019598b14
2020-03-17 12:56:15,2020-03-17 12:58:43,IP Address,24.255.254.31,100,147,True,2020-03-17 12:58:43,R_1CqnR6E7HHfPFaZ,"","","","",39.0175933837890625,-95.74310302734375,anonymous,EN,5de3658d5feb6e3736bd3672,1988,Female,"",White,"",High School degree or equivalent,"",Detractor,4,Yes,Once a year,Detractor,4,"","","","","","","","","","","",0,1,0,5de3658d5feb6e3736bd3672
2020-03-17 12:56:38,2020-03-17 12:58:45,IP Address,173.168.89.119,100,126,True,2020-03-17 12:58:45,R_128Y93i6xqX6wbK,"","","","",28.1490020751953125,-82.04109954833984375,anonymous,EN,5d34e9edc7d05300019ecf55,1998,Male,"",White,"",High School degree or equivalent,"",Detractor,5,No,Only when necessary,Promoter,10,0,0,92.517,0,"","","","","","","",1,0,0,5d34e9edc7d05300019ecf55
2020-03-17 12:56:30,2020-03-17 12:58:46,IP Address,73.101.230.241,100,136,True,2020-03-17 12:58:47,R_3EzPi6XV0PB0cH0,"","","","",40.3885955810546875,-75.92859649658203125,anonymous,EN,5c3671eb62073c000166d276,1985,Male,"",Hispanic or Latino,"",High School degree or equivalent,"",Passive,8,Yes,Only when necessary,Promoter,9,0,0,68.068,0,"","","","","","","",0.5,0.5,0,5c3671eb62073c000166d276
2020-03-17 12:57:33,2020-03-17 12:58:47,IP Address,98.235.163.172,100,74,True,2020-03-17 12:58:48,R_RDNzrQIyldxeQ5H,"","","","",40.7957000732421875,-77.8618011474609375,anonymous,EN,5dff723379f2fabb6ecc9622,1989,Female,"",White,"",Bachelor’s degree,"",Detractor,4,Yes,Once in 3 months,Promoter,10,"","","","","","","","","","","",0,1,0,5dff723379f2fabb6ecc9622
2020-03-17 12:56:27,2020-03-17 12:58:47,IP Address,69.123.237.71,100,140,True,2020-03-17 12:58:48,R_21G7vQkLRXLSxpG,"","","","",40.7135009765625,-73.3545989990234375,anonymous,EN,5d57851348766d00169499e6,1992,Male,"",White,"",Bachelor’s degree,"",Passive,7,Yes,Only when necessary,Promoter,10,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start and up to 1 week after becoming sick,True,"In summer, well before the next peak flu season","30,000",0.71,0.29,4,5d57851348766d00169499e6
2020-03-17 12:57:11,2020-03-17 12:58:48,IP Address,72.207.199.217,100,97,True,2020-03-17 12:58:48,R_Rl4Bl7nXmoaTNbr,"","","","",30.512603759765625,-91.1186981201171875,anonymous,EN,5d2fe93eb2cfe00015231975,1983,Female,"",White,"",Bachelor’s degree,"",Passive,8,Yes,Once in 6 months,Passive,8,"","","","","","","","","","","",0.7,0.3,0,5d2fe93eb2cfe00015231975
2020-03-17 12:56:41,2020-03-17 12:58:49,IP Address,73.112.175.144,100,127,True,2020-03-17 12:58:49,R_01xsIrld7bbSL3r,"","","","",40.8385009765625,-74.10410308837890625,anonymous,EN,5e383b6c62c4f30179968439,1988,Non-Binary,"",White,"",Master’s degree,"",Passive,8,Yes,Once a year,Passive,8,0,0,81.153,0,"","","","","","","",0,1,0,5e383b6c62c4f30179968439
2020-03-17 12:56:22,2020-03-17 12:58:50,IP Address,68.100.233.100,100,148,True,2020-03-17 12:58:50,R_1GBLSzwR71iERxU,"","","","",38.88519287109375,-77.32330322265625,anonymous,EN,5d0fc3b267111c001a633eb8,1991,Male,"",White,"",High School degree or equivalent,"",Detractor,6,Yes,Never,Detractor,6,0,0,67.66,0,"","","","","","","",1,0,0,5d0fc3b267111c001a633eb8
2020-03-17 12:57:28,2020-03-17 12:58:50,IP Address,73.156.226.169,100,81,True,2020-03-17 12:58:50,R_2qmCfmKAA0Ocd2d,"","","","",26.6291961669921875,-81.9680023193359375,anonymous,EN,5cf3f7364bcc6400019d71fa,1956,Female,"",White,"",High School degree or equivalent,"",Promoter,10,No,Once a year,Detractor,5,"","","","","","","","","","","",0.51,0.49,0,5cf3f7364bcc6400019d71fa
2020-03-17 12:56:21,2020-03-17 12:58:53,IP Address,108.14.192.221,100,151,True,2020-03-17 12:58:53,R_3KBGUrzCc04pXcV,"","","","",40.6461944580078125,-73.955902099609375,anonymous,EN,5aecad0e75deca000162634c,1956,Female,"",Black or African American,"",Bachelor’s degree,"",Passive,7,Yes,Once a year,Detractor,3,"","","","","","","","","","","",0.02,0.98,0,5aecad0e75deca000162634c
2020-03-17 12:57:07,2020-03-17 12:58:53,IP Address,68.43.30.236,100,106,True,2020-03-17 12:58:53,R_2are8G4IZiTfzq8,"","","","",42.3695068359375,-83.476898193359375,anonymous,EN,5e548d02618c5748f4908728,1974,Female,"",White,"",Bachelor’s degree,"",Passive,7,Yes,Once a year,Detractor,2,"","","","","","","","","","","",0.2,0.8,0,5e548d02618c5748f4908728
2020-03-17 12:58:13,2020-03-17 12:58:53,IP Address,71.229.160.77,100,40,True,2020-03-17 12:58:54,R_1C875cCMCRP9DV1,"","","","",39.679595947265625,-104.9626007080078125,anonymous,EN,5e691ef6a15a711d0bd85cde,1990,Male,"",White,"",Master’s degree,"",Promoter,9,Yes,Only when necessary,Detractor,6,"","","","","","","","","","","",1,0,0,5e691ef6a15a711d0bd85cde
2020-03-17 12:57:01,2020-03-17 12:58:56,IP Address,76.164.86.192,100,114,True,2020-03-17 12:58:56,R_1jTccDdaJtew9mq,"","","","",30.2277069091796875,-95.28510284423828125,anonymous,EN,5c2805401d4eb70001177bfc,1986,Female,"",White,"",Other (please specify),some college/no degree,Passive,7,No,Never,Detractor,6,"","","","","","","","","","","",0,1,0,5c2805401d4eb70001177bfc
2020-03-17 12:58:13,2020-03-17 12:58:56,IP Address,68.119.10.229,100,42,True,2020-03-17 12:58:56,R_2dzQtbePwiGDNYT,"","","","",46.0594024658203125,-118.3361053466796875,anonymous,EN,57b60487e5b60d0001083aea,1985,Male,"",White,"",High School degree or equivalent,"",Detractor,4,Yes,Only when necessary,Detractor,4,"","","","","","","","","","","",0.3,0.7,0,57b60487e5b60d0001083aea
2020-03-17 12:56:29,2020-03-17 12:58:56,IP Address,185.238.237.31,100,146,True,2020-03-17 12:58:56,R_1Ib0A69Y8KB7cJw,"","","","",50.8137054443359375,17.2024993896484375,anonymous,EN,5e00abb74fa02aca3b708e3f,2000,Male,"",White,"",High School degree or equivalent,"",Passive,8,No,Once in 6 months,Detractor,1,0,0,50.221,0,"","","","","","","",0.5,0.5,0,5e00abb74fa02aca3b708e3f
2020-03-17 12:57:41,2020-03-17 12:58:56,IP Address,23.121.225.67,100,75,True,2020-03-17 12:58:57,R_3HqotVrL4mbIuWH,"","","","",37.3007049560546875,-87.12020111083984375,anonymous,EN,5cfeccbefa04840015d7d012,1997,Female,"",White,"",Bachelor’s degree,"",Passive,8,Yes,Only when necessary,Passive,8,"","","","","","","","","","","",0.5,0.5,0,5cfeccbefa04840015d7d012
2020-03-17 12:56:29,2020-03-17 12:58:57,IP Address,108.28.79.36,100,148,True,2020-03-17 12:58:57,R_1o1FLdKdA8iyE0j,"","","","",38.6959991455078125,-77.19950103759765625,anonymous,EN,5a260b5a8c9099000128e202,1987,Male,"",Hispanic or Latino,"",High School degree or equivalent,"",Detractor,3,No,Only when necessary,Promoter,10,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,3-4 days after becoming sick,False,Any time; it makes no difference,"30,000",0.5,0.5,3,5a260b5a8c9099000128e202
2020-03-17 12:56:41,2020-03-17 12:58:57,IP Address,67.80.237.50,100,135,True,2020-03-17 12:58:57,R_3PgFIzCLAilSVx6,"","","","",40.9040069580078125,-72.41359710693359375,anonymous,EN,5e23849e42998a6218c584b6,1999,Female,"",White,"",High School degree or equivalent,"",Passive,8,Yes,Once a year,Promoter,10,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,3-4 days after becoming sick,False,"In autumn, just before the peak flu season","30,000",0.5,0.5,5,5e23849e42998a6218c584b6
2020-03-17 12:55:57,2020-03-17 12:58:57,IP Address,172.9.171.59,100,180,True,2020-03-17 12:58:57,R_1P4VlUjCPbrNquM,"","","","",29.520904541015625,-95.19219970703125,anonymous,EN,5e38b6950d41ad0d5ad49976,1992,Male,"",White,"",High School degree or equivalent,"",Passive,7,No,Never,Promoter,10,"","","","",A type of bacteria,Through the air or by touching an infected surface,Between 40 and 50 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In autumn, just before the peak flu season","100,000",0.8,0.2,4,5e38b6950d41ad0d5ad49976
2020-03-17 12:56:22,2020-03-17 12:58:58,IP Address,148.74.199.223,100,155,True,2020-03-17 12:58:58,R_3JaqcfA2Md8pcsY,"","","","",40.9185943603515625,-73.86190032958984375,anonymous,EN,5e6af4cc21be180b0d38a8c7,1994,Male,"",White,"",High School degree or equivalent,"",Passive,8,Yes,Only when necessary,Detractor,5,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start,False,"In autumn, just before the peak flu season","500,000",0.49,0.51,6,5e6af4cc21be180b0d38a8c7
2020-03-17 12:52:43,2020-03-17 12:58:58,IP Address,184.176.66.56,100,374,True,2020-03-17 12:58:58,R_1PblslwjUQJaDc6,"","","","",33.46539306640625,-112.4781036376953125,anonymous,EN,5deff2b37954b90537050c77,1994,Male,"",Hispanic or Latino,"",High School degree or equivalent,"",Passive,7,Yes,Only when necessary,Passive,8,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In autumn, just before the peak flu season","500,000",0.5,0.5,7,5deff2b37954b90537050c77
2020-03-17 12:56:22,2020-03-17 12:58:58,IP Address,172.74.180.248,100,156,True,2020-03-17 12:58:59,R_1Ff0Hcx4MtItxzX,"","","","",35.0596923828125,-79.00579833984375,anonymous,EN,5c1a89862a85450001a878b3,1998,Female,"",Black or African American,"",High School degree or equivalent,"",Detractor,5,Yes,Once in 3 months,Detractor,0,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,3-4 days after becoming sick,True,"In autumn, just before the peak flu season","500,000",0,1,4,5c1a89862a85450001a878b3
2020-03-17 12:57:12,2020-03-17 12:58:58,IP Address,68.62.169.162,100,106,True,2020-03-17 12:58:59,R_33sD6DoijJjp5A8,"","","","",34.617401123046875,-86.553802490234375,anonymous,EN,5c44ec6452eba20001da1aad,2000,Female,"",White,"",High School degree or equivalent,"",Passive,7,Yes,Only when necessary,Promoter,10,0,0,62.573,0,"","","","","","","",0.5,0.5,0,5c44ec6452eba20001da1aad
2020-03-17 12:55:34,2020-03-17 12:59:00,IP Address,73.150.4.22,100,205,True,2020-03-17 12:59:01,R_V44nOWSevkEhiRr,"","","","",40.7523040771484375,-74.21720123291015625,anonymous,EN,5e0d6973946e974df5ccc57d,1995,Female,"",Black or African American,"",Bachelor’s degree,"",Passive,7,Yes,Once in 6 months,Passive,7,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start and up to 1 week after becoming sick,True,"In autumn, just before the peak flu season","30,000",0.5,0.5,5,5e0d6973946e974df5ccc57d
2020-03-17 12:56:59,2020-03-17 12:59:01,IP Address,68.3.249.165,100,121,True,2020-03-17 12:59:01,R_3MA4ofdOj4xDhrb,"","","","",33.3907928466796875,-111.91840362548828125,anonymous,EN,5b2fb4b86d601d0001d5d7ff,1994,Male,"",Hispanic or Latino,"",Bachelor’s degree,"",Passive,7,Yes,Only when necessary,Passive,8,"","","","",I don't know what causes influenza,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start and up to 1 week after becoming sick,True,"In autumn, just before the peak flu season","100,000",0.5,0.5,4,5b2fb4b86d601d0001d5d7ff
2020-03-17 12:57:56,2020-03-17 12:59:03,IP Address,173.76.86.95,100,67,True,2020-03-17 12:59:03,R_wYl5zAlURcI7V17,"","","","",42.124603271484375,-71.114898681640625,anonymous,EN,5d1ec49a74a3e700194b91f5,1987,Female,"",White,"",Bachelor’s degree,"",Passive,7,Yes,Once a year,Promoter,10,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In autumn, just before the peak flu season","500,000",0.5,0.5,7,5d1ec49a74a3e700194b91f5
2020-03-17 12:56:55,2020-03-17 12:59:03,IP Address,47.134.209.46,100,128,True,2020-03-17 12:59:04,R_2axWmT6WJgHSo7Y,"","","","",36.20989990234375,-81.67240142822265625,anonymous,EN,5e41d99531d94f07228d9944,1997,Male,"",White,"",Bachelor’s degree,"",Promoter,10,Yes,Once a year,Promoter,10,"","","","","","","","","","","",0.39,0.61,0,5e41d99531d94f07228d9944
2020-03-17 12:57:06,2020-03-17 12:59:06,IP Address,172.58.75.24,100,120,True,2020-03-17 12:59:06,R_3fr8H7NkaILF8sv,"","","","",36.1432952880859375,-115.20040130615234375,anonymous,EN,558823c2fdf99b318cb4224b,1989,Male,"",White,"",Bachelor’s degree,"",Passive,8,Yes,Once a year,Detractor,5,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In autumn, just before the peak flu season","30,000",0.5,0.5,6,558823c2fdf99b318cb4224b
2020-03-17 12:57:10,2020-03-17 12:59:07,IP Address,74.98.207.149,100,116,True,2020-03-17 12:59:07,R_1IGyRgL9VXRCTcg,"","","","",40.3925933837890625,-79.9051971435546875,anonymous,EN,57ac740478a38d00017cce22,1960,Female,"",White,"",High School degree or equivalent,"",Passive,7,Yes,Once a year,Promoter,10,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,3-4 days after becoming sick,False,"In autumn, just before the peak flu season","500,000",0.8,0.2,6,57ac740478a38d00017cce22
2020-03-17 12:57:10,2020-03-17 12:59:07,IP Address,73.51.201.79,100,116,True,2020-03-17 12:59:07,R_2tsbIbFIUq0iUNA,"","","","",41.8502044677734375,-87.6735992431640625,anonymous,EN,5e02154f5cc380dcf17595dd,1975,Male,"",Black or African American,"",High School degree or equivalent,"",Detractor,6,Yes,Once in 6 months,Detractor,6,"","","","","","","","","","","",0.68,0.32,0,5e02154f5cc380dcf17595dd
2020-03-17 12:57:27,2020-03-17 12:59:08,IP Address,207.172.182.41,100,101,True,2020-03-17 12:59:09,R_31cNVxbrJH0Mi8H,"","","","",40.595001220703125,-75.528900146484375,anonymous,EN,5e7105fe01f4ef019a0c1ae4,1991,Female,"",White,"",Other (please specify),Associate's Degree,Passive,7,Yes,Once in 6 months,Promoter,9,"","","","","","","","","","","",0.49,0.51,0,5e7105fe01f4ef019a0c1ae4
2020-03-17 12:57:53,2020-03-17 12:59:09,IP Address,108.60.35.183,100,75,True,2020-03-17 12:59:09,R_2rBHdcYWhBP3QHw,"","","","",34.1656951904296875,-118.3408966064453125,anonymous,EN,5ddc5c117b6a66bcbb09fa40,1970,Female,"",White,"",Master’s degree,"",Passive,7,Yes,Once a year,Promoter,10,"","","","","","","","","","","",0.5,0.5,0,5ddc5c117b6a66bcbb09fa40
